topicid;topic;title;content
34;ورزشی;سالم ترین ورزش جهان;سالم ترین ورزش جهان چیست؟ (از نظر تناسب اندام (فیتنس) و کمترین میزان خطر آسیب دیدگی)
34;ورزشی;بهترین تیم فوتبال دنیا;به نظرتون بهترین تیم فوتبال حال حاضر دنیا کدام تیم است؟ (ملی و لیگی)
34;ورزشی;بدترین ورزش ها برای زانو;من زانو  درد دارم و نمیتونم کارهای سنگین باهاش انجام بدم به نظرتون چه ورزش هایی خطرناک هستند و نباید انجامشون داد؟
34;ورزشی;بهترین باشگاه های بدنسازی در تهران;به نظر شما بهترین باشگاه  بدنسازی تهران از نظر امکانات و مربی کجاست؟
34;ورزشی;نحوه امتیازدهی در تنیس چگونه است;نحوه امتیازدهی در ورزش تنیس به چه صورت است؟ چطوری حساب میکنن امتیازات رو و درنهایت چطوری یک نفر برنده میشود؟
34;ورزشی;چرا شناگران دوتا کلاه سرشون میکنند؟;اگر فیلم های مایکل فلپس (۴۰۰ متر لندن ۲۰۱۲) را دقت کنید میبینید دوتا کلاه سرش میکنه دلیلش چیه؟ و آیا لازمه ماهم وقتی میریم استخر دوتا کلاه سرمون کنیم؟
34;ورزشی;چرا تنس بازها توپ اضافی تو جیب اشون میزارن؟;اگر دقت کرده باشید اکثر تنیس بازها چندتا توپ تو جیب شون میزارن علت این موضوع چیه؟
34;ورزشی;محرومیت مهدی طارمی از فوتبال;"سلام 
ماجرای محرومیت ۴ ماهه مهدی طارمی از فوتبال توسط فیفا چه می باشد؟"
34;ورزشی;کارکرد نیم دایره پشت محوطه جریمه در زمین فوتبال;کارکرد اون نیم دایره پشت محوطه جریمه فوتبال در چیست ؟
35;حیوانات;ماهی برای اکواریوم خانگی;چه ماهی زینتی با عمر بالا برای اکواریوم اب شیرین مناسبه؟
35;حیوانات;فواید ومضرات نگهداری حیوانات خانگی;چرا عده ای تمایل به نگهداری حیوانات خانگی دارند.آیا این مورد به مسایل روانی افراد بستگی دارد؟
35;حیوانات;چه نوع سگی بخرم خوبه;من شاغل هستم و تقریبا ساعت های ۵ میرسم خونه دوست دارم یک سگ داشته باشم چه نوع سگی بخرم خوبه؟
35;حیوانات;آیا سگ ها خودشون دوس دارند حیوان خانگی شوند;آیا سگ ها یا بطور کلی حیوانات خودشان دوس دارند حیوان خانگی شوند؟
35;حیوانات;چرا چینی ها سگ ها رو میخورند؟;چرا چینی ها سگ ها (و سایر حیوانات) رو میخورند ولی ما همچین چیزهایی رو نمیخوریم؟
35;حیوانات;چطور بفهیم حیوان خانگی مان مارا دوست ندارد;آیا میتوان فهمید که حیوان خانگی مان از ما خوشش نمیاد؟
35;حیوانات;چرا ما زبان حیوانات را نمی فهمیم؟;چرا ما زبان حیوانات رو نمیفهمیم؟ آیا سایر حیوانات زبان مابقی حیوانات رو می فهمند؟
35;حیوانات;آیا نگهداری حیوانات برای کودکان مضر است؟;آیا نگهداری حیوانات خانگی (سگ، گربه یا پرنده) برای کودکان ضرر دارد؟
35;حیوانات;حیوانات خانگی بی دردسر;حیوانات خانگی بی دردسر، برای نگهداری در آپارتمان، کدومها هستند؟
35;حیوانات;طول عمر حیوانات;"گفته میشه که بعضی از حیوانات طول عمر بالایی دارن، کدام حیوانات بیشترین عمر را دارند؟

 کدام حیوانات بیشتر از انسان عمر میکنند؟"
36;زبان;روش صحیح یادگیری زبان انگلیسی;"سلام

میدونید که خیلی ها دنبال یادگیری زبان انگلیسی هستند و روشهای مختلفی را در پیش میگیرند. از شرکت در کلاس های ارزان و گران گرفته تا روشهای ابداعی مثل دیدن فیلم زبان اصلی و غیره.

به نظر شما آموزش زبان انگلیسی و یادگیری سریعترش از چه روشی ممکن است؟"
36;زبان;آیلتس سخت تره یا تافل;آیلتس و تافل هر دو آزمون های معتبر و شناخته شده در سطح جهان هستند اما آیا سختی هر دو یکسان است؟ به عبارت دیگر برای موفقیت در کسب نمره آیلتس بهتر و آسانتر است یا تافل؟
36;زبان;برای یادگیری زبان، چه روشی بهتره؟ کلاس بریم یا نه؟;"یادگیری زبان، برای خیلی ها مثل من یه هدفه، اما مشکل اینجاست که زیاد پیش میاد که تلاش هامون برا یادگیری زبان، به نتیجه کامل و نهایی نمیرسه؟

به نظر شما چه روشی برای یادگیری زبان بهتره و جواب میده؟ اینکه کلاس بریم یا اینکه توی خونه زبان بخونیم؟"
36;زبان;موسسه زبان;سلام. به نظرتون بهترین موسسه زبان جهت آمادگی برای آزمون تافل کجاست؟
36;زبان;موسسه زبان;سلام. برای آزمون تافل بهترین موسسه به نظرتون کجاست؟
36;زبان;ریشه زبان های اروپایی;به طور کلی، زبان های فعلی قاره اروپا از چند تا ریشه مختلف نشأت گرفتن و اون ریشه ها کدومن؟
36;زبان;آمادگی برای آزمون های آیلتس/ تافل;به نظر شما برای آمادگی در هریک از این آزمون ها باید از چه منابعی استفاده کنیم؟
36;زبان;بهبود رایتینگ بدون معلم;تو اکثرا سایتها برای بهبود رایتینگ در انگلیسی گفتن یک نفر معلم در کنارتون باشه که نوشته های تون رو تصحیح کنه. اگر همچین کسی در اطرافم نداشته باشم بنظرتون بهترین راه برای بهبود چیه؟
36;زبان;یادگیری زبان با دیدن فیلم;میگن یکی از راه های تقویت زبان دیدن فیلم های زبان انگلیسیه٬ ولی من وقتی فیلمو میبینم درگیر داستانش میشم و چندان فایده ای برام نداره. چیجوری میشه از فیلم درست استفاده کرد برای یادگیری زبان؟
36;زبان;"تلفظ درست ""i.e"" و ""e.g"" در زبان انگلیسی";"تلفظ صحیح عبارات ""i.e"" و ""e.g"" در زبان انگلیسی چگونه است و این عبارات مخفف چه چیزی هستند؟"
36;زبان;فرق بین Who و Whom چیست؟;فرق بین Who , Whom در زبان انگلیسی چیست و هرکدام چه کاربردی دارند میشه یک مثال بزنید لطفا.
36;زبان;نقطه بعد از نوشتن etc;آیا بعد از اینکه یک عبارت ما نوشتیم etc لازم است که نقطه هم بزاریم؟ یعنی بنویسیم etc. al یا همچین چیزی؟
36;زبان;فرق بین which و that در زبان انگلیسی;فرق بین which و that در زبان انگلیسی در چیست و چه زمانی از هرکدام باید استفاده کنیم؟
36;زبان;تفاوت if I was و if I were;چه زمانی باید از if I was استفاده کنیم و چه زمانی از if I were ؟ آیا فرق میکنند؟
36;زبان;"آیا حرف ""I"" همیشه باید با حروف بزرگ نوشته شود؟";"چرا باید حرف ""I"" چه در وسط جمله بیاد چه در ابتدای جمله (وقتی به معنای ""من"" است) بزرگ نوشته شود؟"
36;زبان;فرق بین till و until چیست؟;آیا فرقی بین کلمات till و until وجود دارد و کاربرد هرکدام به چه صورت است؟
36;زبان;نحوه نوشتن صحیح email یا E-mail;کدامش درسته email یا E-mail؟ یا مثلا username درسته یا User name؟ اینجور چیزها رو چطور باید تشخیص داد؟
36;زبان;آیا ۲۰$ با $۲۰ فرق میکند;آیا تفاوتی بین ۲۰$ با $۲۰ هست؟ یا جفتشون یکی هستند؟
36;زبان;منظور از کلمات Kinda،  sorta، coulda، betcha و... چیست;علت اینکه در آخر این کلمات در انگلسی a میچسبونن چیست؟ آیا فقط در زبان غیررسمی کاربر دارند؟
36;زبان;رسم الخط ترکی;رسم الخط زبان های شرق مثل ایران و افغانستان تحت تاثیر کشورهای عربی بوده کسی می دونه که چرا رسم الخط زبان ترکی لاتین شده و با وجود نزدیکی به کشورهای عربی لاتین شده؟
36;زبان;تفاوت avenue با street با road در زبان انگلیسی;تفاوت کلمات avenue ،street با road در زبان انگلیسی چیست؟
36;زبان;ترکیب عبارتی مثل c.AC or c.BC یعنی چی;"کسی می دونه این ترکیب c.ACیعنی چی ؟

مثلا تو این جمله

There was a wooden castle on the mound in 6th c. BC 9th c. AC.

یا این جمله

were dated back to the 9th C. AC"
36;زبان;معنی کلمه Proposal  چیست؟;"معنی کلمه Proposal  چیست؟

معنی کلمه Proposal  چیست؟

معنی کلمه Proposal  چیست؟

معنی کلمه Proposal  چیست؟

معنی کلمه Proposal  چیست؟

معنی کلمه Proposal  چیست؟

معنی کلمه Proposal  چیست؟"
36;زبان;رفرنس مناسب جهت یادگیری گرامر زبان آلمانی به صورت خودآموز;همونطور که می دونید گرامر زبان آلمانی بسیار سخت می باشد. از این رو آموختن آن به صورت خودآموز و بدون کلاس بسیار دشوار و طاقت فرساست. آیا کتابی، چیزی می شناسید که به من معرفی کنید تا آن را به خوبی بیاموزم؟
37;برنامه‌نویسی;برنامه اندروید با قابلیت ترک کردن مسیر;"<p><span style=""color:rgb(119, 119, 119); font-family:berooz-sans; font-size:12px"">سلام.وقتتون بخیر.</span><br><span style=""color:rgb(119, 119, 119); font-family:berooz-sans; font-size:12px"">امکان داره برنامه ای برای اندروید با امکانات ذیل معرفی کنید؟</span><br><span style=""color:rgb(119, 119, 119); font-family:berooz-sans; font-size:12px"">برنامه جی پی اس با قابلیت تراک(ترک)کردن مسیر با امکان مارک نقاط مختلف و خروجی با فرمت جی پی ایکس برای نرم افزار مپ سورس</span><br><span style=""color:rgb(119, 119, 119); font-family:berooz-sans; font-size:12px"">گوشیم سامسونگ گلکسی اس4 هست</span></p>"
37;برنامه‌نویسی;جامع ترین زبان برنامه نویسی تحت ویندوز;"<p><span style=""color:rgb(47, 47, 47); font-family:tahoma,arial,times new roman; font-size:12px"">جامع ترین زبان برنامه نویسی تحت ویندوز چه زبانی است؟</span></p>"
37;برنامه‌نویسی;پیش بینی داده از دست رفته در وکا;در نرم افزار وکا برای  پیشبینی داده ی از دست رفته گزینه یnormal to nominal رو باید انتخاب کرد یا replase missing value
37;برنامه‌نویسی;معرفی منبع برای جاوا;آیا کسی یک منبع مختصر و مفید برای آموزش جاوا میشناسه؟ نمیخوام خیلی وقت صرف کنم، صرفا کلیات برنامه نویسی با جاوا رو یاد بگبرم برام کافیه
37;برنامه‌نویسی;یادگیری کدام زبان برنامه نویسی بهتره؟;"من میخوام یک زبان برنامه نویسی کامپیوتر رو یاد بگیرم. میدونم که ممکنه هر زبانی در یک سری کاربردها، ارجحیت داشته باشه.

  به نظر شما با لحاظ کردن جنبه های مختلف، کدام زبان برنامه نویسی رو یاد بگیرم، بهتره؟"
37;برنامه‌نویسی;موتور بازی سازی کدومش؟;بهترین موتور بازی سازیی که برنامه نویسی نخواد کدومه؟
37;برنامه‌نویسی;عملکرد بهتر پایتون در کار با رشته ها;<p>کتابخونه خاصی برای پایتون هست که عملکرد بهتر و سریع تری برای کار با استرینگ ها داشته باشه؟ مخصوصاً برای جستجوی غیر دقیق استرینگ.</p><p>اینم بگم که من با کتابخونه<strong> re </strong>توی پایتون کار کردم ولی میخوام ببینم چیزی بهتر از اون پیدا میشه؟</p>
37;برنامه‌نویسی;نوشتن بات تلگرام;آیا برای نوشتن بات تلگرام زبان برنامه نویسی خاصی باید بلد باشیم؟ با php میشه مثلا بات تلگرام نوشت؟
37;برنامه‌نویسی;بازبینی تست های واحد در هنگام بازبینی کد;آیا در هنگام بازبینی کد (code review) باید کدهای تست های واحد (unit test) هم بررسی شود؟
37;برنامه‌نویسی;زیپ و آن زیپ فایل از طریق ترمینال;چطور یک فایل را از طریق ترمینال زیپ (zip) و آن زیپ (unzip) کنیم؟
37;برنامه‌نویسی;چطور یک فایل با پسوند .deb را از طریق کامندلاین نصب کنیم;چطور یک فایل رو که پسوند .deb دارد از طریق ترمینال (کامند لاین) نصب کنیم؟
37;برنامه‌نویسی;لیست پکیج های نصب شده در ابونتو (لینوکس);من میخوام لیست  تمام پکیج هایی که تا الان نصب کردم رو دربیارم و روی یه تکست فایل ذخیره کنم و ببرمش رو یک سیستم دیگه نصب کنم. چطور میتونم لیست تمام پکیج های نصب شده را پیدا کنم؟
37;برنامه‌نویسی;خاموش کردن سیستم از طریق ترمینال;چطور میتونم کامپیوترمو از طریق ترمینال (کامندلاین) خاموش (شات دان) کنم؟
37;برنامه‌نویسی;آپگرید یک پکیج در ابونتو;چطور از طریق apt-get فقط یک پکیج  (نه تمام پکیج ها) رو به روزرسانی (آپگرید) کنم؟
37;برنامه‌نویسی;چطور در ابونتو از صفحه فیلم بگیریم;من میخواستم یک فیلم آموزشی درست کنم لازم است که از کارهایی که انجام میدم فیلم بگیرم میخواستم بدونم چطور میشه در ابونتو از صفحه نمایش فیلم گرفت؟
37;برنامه‌نویسی;پیاده سازی بهترین الگوریتم برای فشرده سازی صوت با زبان سی;برای فشرده سازی صوت برای انتقال بر روی یک کانال کم ظرفیت با ظرفیت 2.4 کیلوبایت بر ثانیه چه الگوریتم فشرده سازی رو پیشنهاد می دید و آیا پکیج خوبی برای پیاده سازی این روش با زبان سی می شناسید؟
37;برنامه‌نویسی;نسخه پورتابل برای زبان سی;امکان داره چند نسخه پورتابل برای برنامه نویسی به زبان سی معرفی کنید؟ و این که کدوم رو خودتون بیشتر توصیه می کنید؟
37;برنامه‌نویسی;امکان اجرای کد سی++ در برنامه نوت_پد++;آیا نوت پد ++ قابلیت کامپایل و ساخت فایل اجرایی برای سی ++ رو داره؟ اگه آره آیا باید پلاگین خاصی براش نصب بشه؟
37;برنامه‌نویسی;فرق بین dp, px, dip, sp در اندروید چیست؟;تو viewهای اندروید برای اندازه میتوان از اندازه های dp, px, dip, sp  استفاده کرد فرق اینها چی هست؟
37;برنامه‌نویسی;کدوم یکی از کتابخانه های شبکه عصبی استفاده کنیم;من تازه کار هستم و میخوام دیپ لرنینگ شروع کنم. کتابخونه های زیادی وجود داره (کراس، تنسورفلو، تورچ...) بنظر شما با کدوم یکی شروع کنم بهتره؟
37;برنامه‌نویسی;تفاوت interface و abstrac در جاوا چیست؟;من داکیومنتهای اوراکل رو خوندم ولی فرق بین اینترفیس و ابسترکشن رو متوجه نشدم آیا میشه با مثال توضیح بدید که فرق این دوتا چیست؟
37;برنامه‌نویسی;چطوری embedding با فرمت glove را در gensim لوود کنیم؟;من word embedding گلاو (glove) رو از سایت استفورد دانلود کردم ولی وقتی میخوام به جنسیم لوودشون کنم اررور زیر رو میده کسی میدونه چطور میشه از گلاو در جنسیم استفاده کرد؟
37;برنامه‌نویسی;کتابخانه های موجود برای طراحی موتور جستجو;لوسین یکی کتابخانه های قدرتمندی ه که برای نوشتن یه موتور جستجو معرفی شده، می خواستم ببینم جز لوسین ابزار دیگه ای می شناسید که برای نوشتن موتور جستجو  استفاده بشه. در صورتی که وجود داره اگه بتونید مقایسه ای هم بکنید که کدوم رو به چه دلیل ترجیح میدید یا ترجیح نمیدید ممنون میشممو
37;برنامه‌نویسی;نوشتن داده در فایل باینری در سی++;"برای برنامه کد هافمن داده های کد شده به صورت 0 و 1 تبدیل شدند

الان که ذخیره می شند تو فایل، به جای این که فشرده سازی شده باشند حجم فایل بیشتر از فایل اصلی میشه 

فکر می کنم به خاطر اینه که تو کد به صورت باینری ذخیره نمی شند

اگه فایل آموزشی خوبی سراغ دارید یا یه تیکه کد دارید که فایل باینری تعریف کرده باشه و داده باینری توش نوشته باشید ممنون میشم اطلاع بدهید"
37;برنامه‌نویسی;برای پیشرفت در برنامه نویسی چه کنم؟;"<p><span style=""font-size:16px"">چیکار کنم برنامه نویس خوبی بشم؟</span></p><p><span style=""font-size:16px"">از چه کتابی استفاده کنم؟</span></p><p><span style=""font-size:16px"">برای حل برنامه ها ومسابقات چه مسابقاتی را پیشنهاد میکنید؟</span></p><p><span style=""font-size:16px"">سوالات برنامه نویسی را از کجا میاورید؟</span></p>"
37;برنامه‌نویسی;لطفا یکی جواب بده....;"<p><span style=""font-size:16px"">در <span style=""color:rgb(255, 0, 0)""><strong>Ubuntu </strong></span>چجوری میشه یک فایل جدید درست کرد با استفاده از<strong> ترمینال</strong>......؟؟؟؟</span></p>"
37;برنامه‌نویسی;نمایش خارج قسمت اعداد در زبان سی;"<p><span style=""font-size:16px"">چجوری میشه &nbsp;خارج قسمت یک عدد رو چاپ کرد؟؟؟؟؟؟</span><br><br>زبان سی</p>"
37;برنامه‌نویسی;گیت هاب GitHub چیست ؟؟؟;گیت هاب (GitHub) چیست؟ و چه ویژگی و قابلیت هایی داره و برای چی اصا به وجود اومده؟
38;سرگرمی;شیر یا خط از پای تلفن؟;فرض کنید 2 نفر می خواهند که از پای تلفن شیر یا خط بازی کنند. یکی از آنها شیر را انتخاب می کند و دیگری خط را برمیگزیند. حال یکی از این 2 نفر قرار است که سکه بیندازد و نتیجه را اعلام کند تا بازنده و برنده معلوم شود. اگر قرار بر اعتماد بود که مسئله به راحتی حل می شد ولی مشکل اینجاست که امکان تقلب کسی که سکه می اندازد وجود دارد یعنی احتمال دارد که نتیجه را به نفع خودش بگوید. حال چه باید بکنیم که کسی که سکه را انداخت نتواند نتیجه را عوض کند و با تقلب برنده شود؟
38;سرگرمی;فیلم خوب درباره هوش مصنوعی;سلام. بهترین فیلم ساخته شده تا بحال در مورد هوش مصنوعی کدومه؟
38;سرگرمی;فیلم سینمایی رگ خواب;کسانی که فیلم رگ خواب رو دیدن٬ نظرشون چیه ؟؟ ارزش سینما رفتن داره ؟
38;سرگرمی;فصل هشتم سریال گات;فصل هشتم سریال گات یا بازی تاج و تخت کی میاد بیرون؟
38;سرگرمی;فرم در سینما به چه معناست ؟;فرم در سینما چیست ؟ با محتوا چه تفاوتی دارد ؟ اثر سینمایی تا چه حد وام دار نقد و فرم است ؟
38;سرگرمی;تلگرام،اینستاگرام;وجود تلگرام و اینستاگرام برای جامعه مفید بوده یا نه؟
38;سرگرمی;تاثیرات برنامه خندوانه;برنامه خندوانه رامبد جوان چه تاثیراتی بر روی شما گذاشته است؟ وبه نظر شما آیا در جامعه نیز تاثیرات مثبتی داشته؟
38;سرگرمی;پاسخ دادن به سوال آلبرت انیشتین;"<p><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">این سوال از آلبرت انیشتن هست خود او گفته که این سوال را فقط ۲٪ از مردم می توانند حل کنند...</span><br><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۱-در خیابانی، پنج خانه در پنج رنگ متفاوت وجود دارد .</span><br><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۲-در هر یک از این خانه ها یک نفر با ملیتی متفاوت از دیگران زندگی می کند.</span><br><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۳-این پنج صاحبخانه هر کدام نوشیدنی متفاوت مینوشند، سیگار متفاوت می کشند و حیوان خانگی متفاوت نگهداری می کنند.</span><br><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">سئوال: کدامیک از آنها در خانه، ماهی نگه می دارد؟</span><br><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">راهنمایی:</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۱) مرد انگلیسی در خانه قرمز زندگی می کند.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۲) مرد سوئدی، یک سگ دارد.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۳) مرد دانمارکی چای می نوشد.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۴) خانه سبز رنگ در سمت چپ خانه سفید قرار دارد.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۵) صاحبخانه خانه سبز، قهوه می نوشد.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۶) شخصی که سیگار Pall Mall می کشد پرنده پرورش می دهد.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۷) صاحب خانه زرد، سیگار Dunhill می کشد.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۸) مردی که در خانه وسطی زندگی میکند، شیر می نوشد.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۹) مرد نروژی، در اولین خانه زندگی می کند.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۱۰) مردی که سیگار Blends می کشد در کنار مردی که گربه نگه می دارد زندگی می کند.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۱۱) مردی که اسب نگهداری می کند، کنار مردی که سیگار Dunhill می کشد زندگی می کند.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۱۲) مردی که سیگار Blue Master می کشد، آب میوه می نوشد.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۱۳) مرد آلمانی سیگار Prince می کشد.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۱۴) مرد نروژی کنار خانه آبی زندگی می کند.</span><br><span style=""background-color:rgb(254, 253, 253); color:rgb(80, 80, 80); font-family:nasim; font-size:15px"">۱۵) مردی که سیگار Blends می کشد همسایه ای دارد که آب می نوشد.</span></p>"
38;سرگرمی;پیشنهاد کتاب برای خواندن;بهترین کتابی که تا به حال خوندید چی بوده؟ و اگر بخوایید کتابی پیشنهاد بدید چه چیزی پیشنهاد میکنید؟
38;سرگرمی;اسم سگ لوک خوش شانس;چرا اسم سگ لوک خوش شانس رو بوشوگ گذاشتن؟ شنیدم اسمش یه چیز دیگه بوده. پس اسم بوشوگ رو از کجا آوردن؟
38;سرگرمی;بهترین بازیگر زن و مرد ایران;به نظرتان بهترین بازیگر زن و مرد حال حاضر کشور چه کسانی هستند؟ و به چه علت؟
38;سرگرمی;آهنگ های دلنشین و خوب;آهنگ های خوبی که شنیده اید و در روحیه اثر مثبت میذارن رو بگید
38;سرگرمی;ورزش خطرناک بانجی جامپینگ;آیا شما تا به حال بانجی جامپینگ کرده اید؟ اگر کرده اید از تجربه خود بگید و اگر نه بگید که دوست دارید انجام بدید یا کلا با این کار مخالفید؟؟
38;سرگرمی;ده چیزی که باید قبل از ۳۰سالگی تجربه کرد;به نظر شما ده تا از مهمترین چیزهایی که یک فرد باید تا قبل از ۳۰ سالگی تجربه کند چیست؟
38;سرگرمی;4 بین 5 چطور جامیگیره؟;کی میتونه بگه که چطور میشه 4 رو بین 5 قرار داد ؟؟؟
38;سرگرمی;کدام فیلم ارزش چندبار دیدن دارد؟;کدام فیلم را پیشنهاد میکنید برای دیدن که  ارزش چندین بار دیدن داره و هربار تازگی خودش رو همراه دارد؟
38;سرگرمی;محلی برای اجاره یا خرید کتاب دست دوم;سلام، جایی رو سراغ دارید که بشه کتاب های داستانی که ارزش خوندن داشته باشه رو کرایه کرد یا به صورت دست دوم با قیمت مناسب خرید
38;سرگرمی;هایکو;"تو زبان فارسی به نظر شما هایکو سرودن مفهومی داره یا با نفس و معنای هایکو مغایرت داره؟

با این حال آیا کس خاصی رو می شناسید هایکو بگه؟"
38;سرگرمی;بهترین سریال به زبان انگلیسی;بهترین سریال به زبان انگلیسی که تاحالا دیدید چی بوده؟  که هر قسمتش جالب باشه و یه قسمتشم از دست نداده باشید.
38;سرگرمی;بازی یا چالش نهنگ آبی چیست؟;این روزا خیلی در مورد بازی نهنگ آبی صحبت می شه. کسی می دونه این بازی چه جوریه و چرا این همه خطرناکه؟
38;سرگرمی;بهترین جا برای خوردن سوشی در تهران;به نظر شما بهترین رستوران تهران برای خوردن سوشی کدومه؟ از نظر کیفیت و قیمت
39;گیاهان;نگهداری گیاهان در خانه;چه نوع گیاهی برای داخل آپارتمان و جایی که نورش کمه بهتره؟
39;گیاهان;نحوه نابودی حشرات گیاهان آپارتمانی (بونسای);چند وقته روی بونسای ام حشره های سفید میزنه علت چیه و چطور میشه ازش جلوگیری کرد؟
39;گیاهان;نحوه آبیاری گیاهان آپارتمانی در مسافرت;میخواستم بدونم برای اینکه تو مسافرت گیاهم خشک نشه چه کنم؟
39;گیاهان;سیاه شدن برگهای یک شاخه;چند وقتی میشه که تمام برگهای روی شاخه (نه تمام گیاه) سیاه شدند؟ علتش چیه؟ چطور میشه درستش کرد؟
39;گیاهان;لکه های قهوه ای و سیاه روی ساقه و زیر برگها;بعد از یه مدت که درختچه خریدم لکه های قهوه ای (بعضا سیاه) روی ساقه ها و بعضی برگها ایجاد شده.. چیکار کنم درست بشه؟
39;گیاهان;کاشت بامبو در خاک;آیا میتوان بامبوهایی که در آب نگهداری می شوند در خاک هم نگهداری کرد؟
39;گیاهان;آیا تفاله چای را در گلدان بریزیم؟;من خیلیها رو دیدم تفاله چای اشون رو پای گلدون یا درختچه اشون میریزن ولی تالا تو هیچ گلفروشی همچین چیزی رو ندیدم آیا اینکار درسته؟
39;گیاهان;چرا باید آب در زیر گلدان را خالی کنیم؟;آیا آبی که زیر گلدان میماند را باید خالی کنیم؟ آیا واسه گیاه ضرر داره؟
39;گیاهان;شرایط نگهداری کاج مطبق;شرایط نگهداری (نور، دما، آبیاری و..) کاج مطبق چگونه است؟
39;گیاهان;آب لوله کشی برای گیاهان آپارتمانی;آیا آب لوله کشی برای گیاهان آپارتمانی ضرر داره؟ من شنیدم گیاه رو خشک میکنه آیا درسته؟
39;گیاهان;خشک شدن گل بنسای;چند وقت پیش دوتا گلدان بنسای خریداری کردم، تو شرایط یکسان با مقدار آب یکسان بهشون رسیدگی کردم، اما یکیش خشک شد، کسی دلیلش رو می دونه و این که می شه درستش کرد؟
39;گیاهان;قرمز شدن برگهای حسن یوسف;برای اینکه برگهای گیاه حسن یوسف به رنگ بنفش (قرمز) دربیار چه کار باید کنیم؟
39;گیاهان;مرغوب ترین نوع چوب برای مبلمان;کدام نوع چوب  در ساخت مبلمان در مناطق مرطوب و استوایی دارای دوام بیشتری می باشد؟
39;گیاهان;گیاهان خانگی که نگه داری آسان داشته باشند;"بهترین گیاه هایی که میشه داخل خونه نگه داشت که نیاز به نور افتاب نداشته باشن چی هستن؟

من مثلا شنیدم بامبو خیلی خوبه و نگه داریش هم آسونه. شبیه به این دیگه چی هست؟"
40;بازی;نخستین بازی ویدئویی;نخستین بازی ویدئویی توسط کدام فرد و یا شرکت ساخته شد؟
40;بازی;تاریخ بازی fifa 18;تاریخ انتشار (شمسی) بازی fifa۱۸ برای کامپیوتر، سیستم عامل ویندوز، چه روزی هستش؟؟
40;بازی;تاثیر بازی های رایانه ای در افزایش مهارت های کودکان;آیا انجام بازی های رایانه ای میتواند به کودکان در افزایش مهارت های حرکتی،فکری و تجسمی کمک کند؟
40;بازی;چه چیزی باعث جذابیت بازی می شود;چه چیزی باعث میشود یک بازی نسبت به بقیه بازی ها جذاب تر شود؟
40;بازی;قدیمی ترین بازی ساخته شده و هنوز بازی میشود;قدیمی ترین بازی کامپیوتری (کنسول) که ساخته شده و هنوز هم بازی میشه چیست؟
40;بازی;بهترین بازی های امسال (۲۰۱۷) چه بوده اند;بهترین بازی های امسال (۲۰۱۷) که ساخته شدند چه بودند؟ (برای کامپیوتر و کنسول)
40;بازی;آیا بازی کامپیوتری وقت تلف کردن است;آیا انجام بازی های کامپیوتری وقت تلف کردن است؟ آیا در هنگام بازی مهارتی کسب نمیشود؟
40;بازی;چه بازی از نظر گرافیکی شما را تحت تاثیر قرار داده اند;چه بازی کامپیوتری (کنسول) انجام دادید که از نظر گرافیکی واقعا قشنگ بودند و شما رو تحت تاثیر قرار دادند؟
